"AM BEHAV SCI","INFORM SYST RES","4"
"AM BEHAV SCI","COMPUT HUM BEHAV","45"
"AM ECON J-MICROECON","INFORM SYST RES","4"
"AM ECON REV","INFORM SYST RES","37"
"AM ECON REV","COMPUT HUM BEHAV","14"
"AM EDUC RES J","COMPUT HUM BEHAV","29"
"AM J ADDICTION","COMPUT HUM BEHAV","3"
"AM J AGR ECON","INFORM SYST RES","2"
"AM J COMMUN PSYCHOL","COMPUT HUM BEHAV","13"
"AM J DRUG ALCOHOL AB","COMPUT HUM BEHAV","13"
"AM J FAM THER","COMPUT HUM BEHAV","4"
"AM J HEALTH BEHAV","COMPUT HUM BEHAV","4"
"AM J HEALTH PROMOT","COMPUT HUM BEHAV","7"
"AM J MENS HEALTH","COMPUT HUM BEHAV","6"
"AM J OCCUP THER","COMPUT HUM BEHAV","2"
"AM J ORTHOPSYCHIAT","COMPUT HUM BEHAV","9"
"AM J POLIT SCI","COMPUT HUM BEHAV","12"
"AM J PSYCHIAT","COMPUT HUM BEHAV","26"
"AM J PSYCHOL","COMPUT HUM BEHAV","6"
"AM J PUBLIC HEALTH","INFORM SYST RES","2"
"AM J PUBLIC HEALTH","COMPUT HUM BEHAV","22"
"AM J SOCIOL","INFORM SYST RES","10"
"AM J SOCIOL","COMPUT HUM BEHAV","38"
"AM POLIT RES","COMPUT HUM BEHAV","3"
"AM POLIT SCI REV","COMPUT HUM BEHAV","8"
"AM PSYCHOL","COMPUT HUM BEHAV","154"
"AM REV PUBLIC ADM","COMPUT HUM BEHAV","3"
"AM SOCIOL REV","INFORM SYST RES","8"
"AM SOCIOL REV","COMPUT HUM BEHAV","39"
"AN PSICOL-SPAIN","COMPUT HUM BEHAV","7"
"ANN AM ACAD POLIT SS","COMPUT HUM BEHAV","5"
"ANN BEHAV MED","COMPUT HUM BEHAV","10"
"ANN CLIN PSYCHIATRY","COMPUT HUM BEHAV","2"
"ANN EMERG MED","INFORM MANAGE-AMS","3"
"ANN GEN PSYCHIATR","COMPUT HUM BEHAV","3"
"ANN INTERN MED","MIS QUART","3"
"ANN NY ACAD SCI","MIS QUART","2"
"ANN PSYCHOL","COMPUT HUM BEHAV","2"
"ANN TOURISM RES","COMPUT HUM BEHAV","10"
"ANNU REV ANTHROPOL","COMPUT HUM BEHAV","3"
"ANNU REV CLIN PSYCHO","COMPUT HUM BEHAV","9"
"ANNU REV POLIT SCI","COMPUT HUM BEHAV","2"
"ANNU REV PSYCHOL","MIS QUART","8"
"ANNU REV PSYCHOL","INFORM SYST RES","6"
"ANNU REV PSYCHOL","J ASSOC INF SYST","3"
"ANNU REV PSYCHOL","COMPUT HUM BEHAV","99"
"ANNU REV PSYCHOL","INFORM MANAGE-AMS","6"
"ANNU REV PUBL HEALTH","MIS QUART","2"
"ANNU REV PUBL HEALTH","COMPUT HUM BEHAV","7"
"ANNU REV SOCIOL","INFORM SYST RES","2"
"ANNU REV SOCIOL","COMPUT HUM BEHAV","17"
"ANXIETY STRESS COPIN","COMPUT HUM BEHAV","5"
"APPL COGNITIVE PSYCH","COMPUT HUM BEHAV","57"
"APPL ECON LETT","COMPUT HUM BEHAV","2"
"APPL ERGON","COMPUT HUM BEHAV","22"
"APPL GEOGR","COMPUT HUM BEHAV","4"
"APPL LINGUIST","COMPUT HUM BEHAV","2"
"APPL MEAS EDUC","COMPUT HUM BEHAV","2"
"APPL NURS RES","COMPUT HUM BEHAV","2"
"APPL PSYCH MEAS","COMPUT HUM BEHAV","17"
"APPL PSYCHOL-INT REV","COMPUT HUM BEHAV","22"
"APPL PSYCHOPHYS BIOF","COMPUT HUM BEHAV","3"
"ARCH CLIN NEUROPSYCH","COMPUT HUM BEHAV","7"
"ARCH PSYCHIAT NURS","COMPUT HUM BEHAV","3"
"ARCH SEX BEHAV","COMPUT HUM BEHAV","18"
"ARCH SUICIDE RES","COMPUT HUM BEHAV","12"
"ASIA PAC BUS REV","COMPUT HUM BEHAV","2"
"ASIA PAC EDUC REV","COMPUT HUM BEHAV","3"
"ASIA PAC J TOUR RES","COMPUT HUM BEHAV","3"
"ASIAN J COMMUN","COMPUT HUM BEHAV","11"
"ASIAN J SOC PSYCHOL","COMPUT HUM BEHAV","5"
"ASIA-PAC EDUC RES","COMPUT HUM BEHAV","8"
"ASIA-PAC J TEACH EDU","COMPUT HUM BEHAV","4"
"ASSESS EVAL HIGH EDU","COMPUT HUM BEHAV","32"
"ASSESSMENT","COMPUT HUM BEHAV","9"
"ASSIST TECHNOL","COMPUT HUM BEHAV","4"
"ATTACH HUM DEV","COMPUT HUM BEHAV","7"
"ATTEN PERCEPT PSYCHO","COMPUT HUM BEHAV","7"
"AUGMENT ALTERN COMM","COMPUT HUM BEHAV","2"
"AUST J GUID COUNS","COMPUT HUM BEHAV","17"
"AUST J MANAGE","COMPUT HUM BEHAV","3"
"AUST J PSYCHOL","COMPUT HUM BEHAV","15"
"AUST NZ J PSYCHIAT","COMPUT HUM BEHAV","10"
"AUST NZ J PUBL HEAL","COMPUT HUM BEHAV","2"
"AUSTRALAS J EDUC TEC","COMPUT HUM BEHAV","35"
"AUTISM","COMPUT HUM BEHAV","9"
"BASIC APPL SOC PSYCH","COMPUT HUM BEHAV","16"
"BEHAV ANALYST","COMPUT HUM BEHAV","2"
"BEHAV BRAIN SCI","COMPUT HUM BEHAV","15"
"BEHAV COGN PSYCHOTH","COMPUT HUM BEHAV","4"
"BEHAV DISORDERS","COMPUT HUM BEHAV","2"
"BEHAV INFORM TECHNOL","MIS QUART","2"
"BEHAV INFORM TECHNOL","J ASSOC INF SYST","4"
"BEHAV INFORM TECHNOL","COMPUT HUM BEHAV","161"
"BEHAV INFORM TECHNOL","INFORM MANAGE-AMS","16"
"BEHAV MODIF","COMPUT HUM BEHAV","6"
"BEHAV PROCESS","COMPUT HUM BEHAV","4"
"BEHAV RES METHODS","INFORM SYST RES","4"
"BEHAV RES METHODS","COMPUT HUM BEHAV","96"
"BEHAV RES THER","COMPUT HUM BEHAV","46"
"BEHAV THER","COMPUT HUM BEHAV","9"
"BILIG","COMPUT HUM BEHAV","2"
"BIOL PSYCHOL","COMPUT HUM BEHAV","14"
"BIOMETRICS","MIS QUART","3"
"BIOMETRIKA","MIS QUART","2"
"BIOSCIENCE","J ASSOC INF SYST","2"
"BODY IMAGE","COMPUT HUM BEHAV","12"
"BRAIN COGNITION","COMPUT HUM BEHAV","7"
"BRAIN INJURY","COMPUT HUM BEHAV","3"
"BRIT EDUC RES J","COMPUT HUM BEHAV","12"
"BRIT J CLIN PSYCHOL","COMPUT HUM BEHAV","15"
"BRIT J DEV PSYCHOL","COMPUT HUM BEHAV","19"
"BRIT J EDUC PSYCHOL","COMPUT HUM BEHAV","22"
"BRIT J EDUC TECHNOL","COMPUT HUM BEHAV","136"
"BRIT J GUID COUNS","COMPUT HUM BEHAV","7"
"BRIT J HEALTH PSYCH","COMPUT HUM BEHAV","8"
"BRIT J MANAGE","COMPUT HUM BEHAV","13"
"BRIT J MATH STAT PSY","COMPUT HUM BEHAV","7"
"BRIT J PSYCHIAT","COMPUT HUM BEHAV","11"
"BRIT J PSYCHOL","COMPUT HUM BEHAV","19"
"BRIT J SOC PSYCHOL","COMPUT HUM BEHAV","37"
"BROOKINGS PAP ECO AC","INFORM SYST RES","3"
"BUS HORIZONS","INFORM SYST RES","4"
"BUS HORIZONS","COMPUT HUM BEHAV","78"
"BUS INFORM SYST ENG+","J ASSOC INF SYST","5"
"BUS INFORM SYST ENG+","INFORM MANAGE-AMS","9"
"CALIF LAW REV","INFORM SYST RES","2"
"CALIF MANAGE REV","INFORM SYST RES","10"
"CALIF MANAGE REV","COMPUT HUM BEHAV","16"
"CAN J ADM SCI","COMPUT HUM BEHAV","4"
"CAN J AGING","COMPUT HUM BEHAV","4"
"CAN J BEHAV SCI","COMPUT HUM BEHAV","6"
"CAN J EXP PSYCHOL","COMPUT HUM BEHAV","2"
"CAN J PSYCHIAT","COMPUT HUM BEHAV","7"
"CAN J SOCIOL","COMPUT HUM BEHAV","2"
"CAN PSYCHOL","COMPUT HUM BEHAV","10"
"CAREER DEV INT","COMPUT HUM BEHAV","4"
"CHILD ABUSE NEGLECT","COMPUT HUM BEHAV","16"
"CHILD ADOL PSYCH CL","COMPUT HUM BEHAV","4"
"CHILD ADOL PSYCH MEN","COMPUT HUM BEHAV","2"
"CHILD CARE HLTH DEV","COMPUT HUM BEHAV","5"
"CHILD DEV","COMPUT HUM BEHAV","61"
"CHILD DEV PERSPECT","COMPUT HUM BEHAV","5"
"CHILD HEALTH CARE","COMPUT HUM BEHAV","2"
"CHILD INDIC RES","COMPUT HUM BEHAV","3"
"CHILD PSYCHIAT HUM D","COMPUT HUM BEHAV","10"
"CHILD SOC","COMPUT HUM BEHAV","10"
"CHILD YOUTH CARE FOR","COMPUT HUM BEHAV","3"
"CHILD YOUTH SERV REV","COMPUT HUM BEHAV","29"
"CHIN J COMMUN","COMPUT HUM BEHAV","3"
"CHIN MANAG STUD","COMPUT HUM BEHAV","2"
"CIN-COMPUT INFORM NU","COMPUT HUM BEHAV","12"
"CLIN CHILD FAM PSYCH","COMPUT HUM BEHAV","6"
"CLIN NEUROPSYCHOL","COMPUT HUM BEHAV","9"
"CLIN PSYCHOL PSYCHOT","COMPUT HUM BEHAV","8"
"CLIN PSYCHOL REV","COMPUT HUM BEHAV","50"
"CLIN PSYCHOL-SCI PR","COMPUT HUM BEHAV","9"
"CLIN PSYCHOL-UK","COMPUT HUM BEHAV","2"
"CLOTH TEXT RES J","COMPUT HUM BEHAV","3"
"COGN BEHAV THERAPY","COMPUT HUM BEHAV","4"
"COGN LINGUIST","COMPUT HUM BEHAV","2"
"COGN PROCESS","COMPUT HUM BEHAV","4"
"COGN SYST RES","COMPUT HUM BEHAV","3"
"COGNITION","COMPUT HUM BEHAV","15"
"COGNITION EMOTION","COMPUT HUM BEHAV","36"
"COGNITION INSTRUCT","COMPUT HUM BEHAV","24"
"COGNITIVE DEV","COMPUT HUM BEHAV","5"
"COGNITIVE PSYCHOL","INFORM SYST RES","2"
"COGNITIVE PSYCHOL","COMPUT HUM BEHAV","20"
"COGNITIVE PSYCHOL","INFORM MANAGE-AMS","2"
"COGNITIVE SCI","INFORM SYST RES","2"
"COGNITIVE SCI","COMPUT HUM BEHAV","48"
"COGNITIVE THER RES","COMPUT HUM BEHAV","19"
"COLL RES LIBR","COMPUT HUM BEHAV","2"
"COLUMBIA LAW REV","COMPUT HUM BEHAV","2"
"COMMUN ACM","MIS QUART","26"
"COMMUN ACM","J ASSOC INF SYST","35"
"COMMUN ACM","INFORM MANAGE-AMS","58"
"COMMUN MONOGR","COMPUT HUM BEHAV","50"
"COMMUN RES","COMPUT HUM BEHAV","275"
"COMMUN THEOR","COMPUT HUM BEHAV","69"
"COMMUNICATIONS-GER","COMPUT HUM BEHAV","11"
"COMMUNITY MENT HLT J","COMPUT HUM BEHAV","3"
"COMPR PSYCHIAT","COMPUT HUM BEHAV","27"
"COMPUT ASSIST LANG L","COMPUT HUM BEHAV","16"
"COMPUT EDUC","INFORM SYST RES","5"
"COMPUT EDUC","J ASSOC INF SYST","3"
"COMPUT EDUC","COMPUT HUM BEHAV","910"
"COMPUT EDUC","INFORM MANAGE-AMS","28"
"COMPUT HUM BEHAV","ACAD MANAG LEARN EDU","3"
"COMPUT HUM BEHAV","ACCIDENT ANAL PREV","5"
"COMPUT HUM BEHAV","ACT LEARN HIGH EDUC","4"
"COMPUT HUM BEHAV","ACTA PSYCHOL","4"
"COMPUT HUM BEHAV","ADDICT BEHAV","51"
"COMPUT HUM BEHAV","ADDICT RES THEORY","12"
"COMPUT HUM BEHAV","ADDICTION","13"
"COMPUT HUM BEHAV","AFR J LIBR ARCH INFO","10"
"COMPUT HUM BEHAV","AGEING SOC","3"
"COMPUT HUM BEHAV","AGGRESS VIOLENT BEH","3"
"COMPUT HUM BEHAV","AGGRESSIVE BEHAV","34"
"COMPUT HUM BEHAV","AGING MENT HEALTH","2"
"COMPUT HUM BEHAV","AIDS BEHAV","2"
"COMPUT HUM BEHAV","AIDS EDUC PREV","5"
"COMPUT HUM BEHAV","ALCOHOL ALCOHOLISM","2"
"COMPUT HUM BEHAV","AM BEHAV SCI","6"
"COMPUT HUM BEHAV","AM EDUC RES J","3"
"COMPUT HUM BEHAV","AM J FAM THER","5"
"COMPUT HUM BEHAV","AM J NURS","4"
"COMPUT HUM BEHAV","AM J PSYCHOL","3"
"COMPUT HUM BEHAV","AM POLIT RES","2"
"COMPUT HUM BEHAV","AMFITEATRU ECON","2"
"COMPUT HUM BEHAV","AN PSICOL-SPAIN","13"
"COMPUT HUM BEHAV","ANN TOURISM RES","9"
"COMPUT HUM BEHAV","ANNU REV CLIN PSYCHO","4"
"COMPUT HUM BEHAV","APPL COGNITIVE PSYCH","9"
"COMPUT HUM BEHAV","APPL ERGON","12"
"COMPUT HUM BEHAV","APPL PSYCHOPHYS BIOF","2"
"COMPUT HUM BEHAV","ARCH SEX BEHAV","5"
"COMPUT HUM BEHAV","ASIA PAC EDUC REV","13"
"COMPUT HUM BEHAV","ASIA PAC J TOUR RES","7"
"COMPUT HUM BEHAV","ASIA-PAC EDUC RES","16"
"COMPUT HUM BEHAV","ASIA-PAC PSYCHIAT","8"
"COMPUT HUM BEHAV","ASIAN J COMMUN","9"
"COMPUT HUM BEHAV","ASIAN PAC MIGR J","2"
"COMPUT HUM BEHAV","ASLIB J INFORM MANAG","82"
"COMPUT HUM BEHAV","ASSESSMENT","2"
"COMPUT HUM BEHAV","ATTEN PERCEPT PSYCHO","8"
"COMPUT HUM BEHAV","AUSTRALAS J EDUC TEC","17"
"COMPUT HUM BEHAV","AUTISM","4"
"COMPUT HUM BEHAV","AUTISM RES","2"
"COMPUT HUM BEHAV","BEHAV INFORM TECHNOL","137"
"COMPUT HUM BEHAV","BEHAV MODIF","3"
"COMPUT HUM BEHAV","BEHAV PSYCHOL","6"
"COMPUT HUM BEHAV","BEHAV RES METHODS","5"
"COMPUT HUM BEHAV","BEHAV RES THER","4"
"COMPUT HUM BEHAV","BEHAV THER","2"
"COMPUT HUM BEHAV","BMC MED EDUC","3"
"COMPUT HUM BEHAV","BODY IMAGE","2"
"COMPUT HUM BEHAV","BRIT J EDUC TECHNOL","46"
"COMPUT HUM BEHAV","BRIT J GUID COUNS","5"
"COMPUT HUM BEHAV","BRIT J PSYCHOL","2"
"COMPUT HUM BEHAV","BRIT J SOC PSYCHOL","2"
"COMPUT HUM BEHAV","BUS HORIZONS","3"
"COMPUT HUM BEHAV","CAN J BEHAV SCI","7"
"COMPUT HUM BEHAV","CAN J PSYCHIAT","5"
"COMPUT HUM BEHAV","CAN PUBLIC ADMIN","10"
"COMPUT HUM BEHAV","CAREER DEV INT","2"
"COMPUT HUM BEHAV","CHEM EDUC RES PRACT","10"
"COMPUT HUM BEHAV","CHILD ABUSE NEGLECT","7"
"COMPUT HUM BEHAV","CHILD ABUSE REV","3"
"COMPUT HUM BEHAV","CHILD INDIC RES","2"
"COMPUT HUM BEHAV","CHILD SOC","7"
"COMPUT HUM BEHAV","CHILD YOUTH SERV REV","23"
"COMPUT HUM BEHAV","CHIN J COMMUN","5"
"COMPUT HUM BEHAV","CIN-COMPUT INFORM NU","9"
"COMPUT HUM BEHAV","CLIN CHILD FAM PSYCH","3"
"COMPUT HUM BEHAV","CLIN PSYCHOL REV","4"
"COMPUT HUM BEHAV","COGN BEHAV THERAPY","8"
"COMPUT HUM BEHAV","COGN TECHNOL WORK","7"
"COMPUT HUM BEHAV","COGNITION","11"
"COMPUT HUM BEHAV","COGNITION INSTRUCT","2"
"COMPUT HUM BEHAV","COGNITIVE THER RES","3"
"COMPUT HUM BEHAV","COMMUN CRIT-CULT STU","3"
"COMPUT HUM BEHAV","COMMUN MONOGR","11"
"COMPUT HUM BEHAV","COMMUN RES","22"
"COMPUT HUM BEHAV","COMMUN THEOR","4"
"COMPUT HUM BEHAV","COMPR PSYCHIAT","3"
"COMPUT HUM BEHAV","COMPUT ASSIST LANG L","23"
"COMPUT HUM BEHAV","COMPUT EDUC","286"
"COMPUT HUM BEHAV","COMPUT HUM BEHAV","3377"
"COMPUT HUM BEHAV","COMPUT LAW SECUR REV","8"
"COMPUT HUM BEHAV","COMUNICAR","20"
"COMPUT HUM BEHAV","CONTEMP EDUC PSYCHOL","6"
"COMPUT HUM BEHAV","CONVERGENCE-US","3"
"COMPUT HUM BEHAV","CORNELL HOSP Q","2"
"COMPUT HUM BEHAV","CRISIS","2"
"COMPUT HUM BEHAV","CROAT J EDUC","8"
"COMPUT HUM BEHAV","CROSS-CULT RES","2"
"COMPUT HUM BEHAV","CURR PSYCHIAT REP","2"
"COMPUT HUM BEHAV","CURR PSYCHOL","3"
"COMPUT HUM BEHAV","CYBERPSYCH BEH SOC N","198"
"COMPUT HUM BEHAV","DATA BASE ADV INF SY","2"
"COMPUT HUM BEHAV","DECISION SCI","19"
"COMPUT HUM BEHAV","DEPRESS ANXIETY","7"
"COMPUT HUM BEHAV","DEV PSYCHOL","4"
"COMPUT HUM BEHAV","DEVIANT BEHAV","6"
"COMPUT HUM BEHAV","DIAGNOSTICA","2"
"COMPUT HUM BEHAV","DISABIL HEALTH J","3"
"COMPUT HUM BEHAV","DISCOURSE CONTEXT ME","4"
"COMPUT HUM BEHAV","DISTANCE EDUC","2"
"COMPUT HUM BEHAV","DRUS ISTRAZ","2"
"COMPUT HUM BEHAV","E M EKON MANAG","3"
"COMPUT HUM BEHAV","EAT BEHAV","2"
"COMPUT HUM BEHAV","ECON RES-EKON ISTRAZ","5"
"COMPUT HUM BEHAV","EDUC GERONTOL","13"
"COMPUT HUM BEHAV","EDUC PSYCHOL MEAS","2"
"COMPUT HUM BEHAV","EDUC PSYCHOL REV","9"
"COMPUT HUM BEHAV","EDUC PSYCHOL-UK","11"
"COMPUT HUM BEHAV","EDUC PSYCHOL-US","16"
"COMPUT HUM BEHAV","EDUC RES REV-NETH","17"
"COMPUT HUM BEHAV","EDUC SCI-THEOR PRACT","19"
"COMPUT HUM BEHAV","EDUC STUD-UK","7"
"COMPUT HUM BEHAV","EDUC TECHNOL SOC","69"
"COMPUT HUM BEHAV","EDUC XX1","3"
"COMPUT HUM BEHAV","EGIT BILIM","25"
"COMPUT HUM BEHAV","ELECTRON COMMER R A","72"
"COMPUT HUM BEHAV","ELECTRON COMMER RES","15"
"COMPUT HUM BEHAV","ELECTRON LIBR","9"
"COMPUT HUM BEHAV","ELECTRON MARK","9"
"COMPUT HUM BEHAV","EMOTION","2"
"COMPUT HUM BEHAV","EMPL RELAT","4"
"COMPUT HUM BEHAV","ENERG POLICY","2"
"COMPUT HUM BEHAV","ENVIRON BEHAV","3"
"COMPUT HUM BEHAV","ENVIRON IMPACT ASSES","2"
"COMPUT HUM BEHAV","EPIDEMIOL PSYCH SCI","3"
"COMPUT HUM BEHAV","EPJ DATA SCI","3"
"COMPUT HUM BEHAV","ERGONOMICS","5"
"COMPUT HUM BEHAV","ETHICS INF TECHNOL","6"
"COMPUT HUM BEHAV","ETHOS","9"
"COMPUT HUM BEHAV","ETR&D-EDUC TECH RES","47"
"COMPUT HUM BEHAV","EUR CHILD ADOLES PSY","3"
"COMPUT HUM BEHAV","EUR J COMMUN","3"
"COMPUT HUM BEHAV","EUR J CRIM POLICY RE","15"
"COMPUT HUM BEHAV","EUR J CRIMINOL","2"
"COMPUT HUM BEHAV","EUR J INFORM SYST","8"
"COMPUT HUM BEHAV","EUR J MARKETING","6"
"COMPUT HUM BEHAV","EUR J PERSONALITY","3"
"COMPUT HUM BEHAV","EUR J PSYCHIAT","3"
"COMPUT HUM BEHAV","EUR J PSYCHOL APPL L","3"
"COMPUT HUM BEHAV","EUR J PSYCHOL ASSESS","3"
"COMPUT HUM BEHAV","EUR J SPEC NEEDS EDU","4"
"COMPUT HUM BEHAV","EUR J TEACH EDUC","2"
"COMPUT HUM BEHAV","EUR J WORK ORGAN PSY","4"
"COMPUT HUM BEHAV","EUR REV APPL PSYCHOL","2"
"COMPUT HUM BEHAV","EUR SPORT MANAG Q","2"
"COMPUT HUM BEHAV","EUR UNION POLIT","2"
"COMPUT HUM BEHAV","EURASIA J MATH SCI T","42"
"COMPUT HUM BEHAV","FIELD METHOD","2"
"COMPUT HUM BEHAV","FOREIGN POL ANAL-US","2"
"COMPUT HUM BEHAV","FRONT PSYCHIATRY","13"
"COMPUT HUM BEHAV","FRONT PSYCHOL","164"
"COMPUT HUM BEHAV","GAMES CULT","10"
"COMPUT HUM BEHAV","GAMES HEALTH J","30"
"COMPUT HUM BEHAV","GENDER PLACE CULT","2"
"COMPUT HUM BEHAV","GOV INFORM Q","13"
"COMPUT HUM BEHAV","GROUP DECIS NEGOT","3"
"COMPUT HUM BEHAV","GROUP DYN-THEOR RES","2"
"COMPUT HUM BEHAV","GROUP ORGAN MANAGE","2"
"COMPUT HUM BEHAV","HARVARD EDUC REV","2"
"COMPUT HUM BEHAV","HEALTH COMMUN","24"
"COMPUT HUM BEHAV","HEALTH EDUC BEHAV","2"
"COMPUT HUM BEHAV","HEALTH EDUC J","3"
"COMPUT HUM BEHAV","HEALTH EXPECT","4"
"COMPUT HUM BEHAV","HEALTH INF MANAG J","4"
"COMPUT HUM BEHAV","HEALTH PROMOT J AUST","4"
"COMPUT HUM BEHAV","HEALTH RISK SOC","2"
"COMPUT HUM BEHAV","HIGH EDUC RES DEV","2"
"COMPUT HUM BEHAV","HUM COMMUN RES","38"
"COMPUT HUM BEHAV","HUM FACTOR ERGON MAN","13"
"COMPUT HUM BEHAV","HUM FACTORS","7"
"COMPUT HUM BEHAV","HUM PERFORM","2"
"COMPUT HUM BEHAV","HUM RESOUR MANAGE-US","2"
"COMPUT HUM BEHAV","I-PERCEPTION","6"
"COMPUT HUM BEHAV","IEEE T ENG MANAGE","2"
"COMPUT HUM BEHAV","IEEE T LEARN TECHNOL","11"
"COMPUT HUM BEHAV","IEEE T PROF COMMUN","5"
"COMPUT HUM BEHAV","IMPLEMENT SCI","2"
"COMPUT HUM BEHAV","IND MARKET MANAG","16"
"COMPUT HUM BEHAV","IND ORGAN PSYCHOL-US","5"
"COMPUT HUM BEHAV","INDIAN J PSYCHIAT","2"
"COMPUT HUM BEHAV","INDIANA LAW J","2"
"COMPUT HUM BEHAV","INF SYST E-BUS MANAG","31"
"COMPUT HUM BEHAV","INFORM COMMUN SOC","54"
"COMPUT HUM BEHAV","INFORM DEV","128"
"COMPUT HUM BEHAV","INFORM MANAGE-AMSTER","88"
"COMPUT HUM BEHAV","INFORM ORGAN-UK","6"
"COMPUT HUM BEHAV","INFORM PROCESS MANAG","12"
"COMPUT HUM BEHAV","INFORM RES","14"
"COMPUT HUM BEHAV","INFORM SYST J","3"
"COMPUT HUM BEHAV","INFORM SYST RES","19"
"COMPUT HUM BEHAV","INFORM TECHNOL DEV","6"
"COMPUT HUM BEHAV","INFORM TECHNOL MANAG","9"
"COMPUT HUM BEHAV","INFORM TECHNOL PEOPL","37"
"COMPUT HUM BEHAV","INNOV EDUC TEACH INT","14"
"COMPUT HUM BEHAV","INNOV-MANAG POLICY P","2"
"COMPUT HUM BEHAV","INSTR SCI","15"
"COMPUT HUM BEHAV","INT GAMBL STUD","7"
"COMPUT HUM BEHAV","INT J AGING HUM DEV","2"
"COMPUT HUM BEHAV","INT J BEHAV DEV","2"
"COMPUT HUM BEHAV","INT J COMMUN-US","29"
"COMPUT HUM BEHAV","INT J COMP-SUPP COLL","34"
"COMPUT HUM BEHAV","INT J CONSUM STUD","3"
"COMPUT HUM BEHAV","INT J CONTEMP HOSP M","32"
"COMPUT HUM BEHAV","INT J EDUC RES","5"
"COMPUT HUM BEHAV","INT J EDUC VOCAT GUI","2"
"COMPUT HUM BEHAV","INT J ELECTRON COMM","12"
"COMPUT HUM BEHAV","INT J ENV RES PUB HE","9"
"COMPUT HUM BEHAV","INT J HOSP MANAG","17"
"COMPUT HUM BEHAV","INT J HUM RESOUR MAN","12"
"COMPUT HUM BEHAV","INT J HUM-COMPUT INT","48"
"COMPUT HUM BEHAV","INT J HUM-COMPUT ST","28"
"COMPUT HUM BEHAV","INT J IND ERGONOM","13"
"COMPUT HUM BEHAV","INT J INFORM MANAGE","118"
"COMPUT HUM BEHAV","INT J MARKET RES","3"
"COMPUT HUM BEHAV","INT J MENT HEALTH AD","30"
"COMPUT HUM BEHAV","INT J MENT HEALTH NU","2"
"COMPUT HUM BEHAV","INT J OFFENDER THER","3"
"COMPUT HUM BEHAV","INT J PROJ MANAG","3"
"COMPUT HUM BEHAV","INT J PSYCHOL","5"
"COMPUT HUM BEHAV","INT J PSYCHOPHYSIOL","2"
"COMPUT HUM BEHAV","INT J PUBLIC HEALTH","7"
"COMPUT HUM BEHAV","INT J QUAL METH","5"
"COMPUT HUM BEHAV","INT J RES MARK","2"
"COMPUT HUM BEHAV","INT J SCI EDUC","7"
"COMPUT HUM BEHAV","INT J SCI MATH EDUC","6"
"COMPUT HUM BEHAV","INT J SELECT ASSESS","3"
"COMPUT HUM BEHAV","INT J SOC RES METHOD","7"
"COMPUT HUM BEHAV","INT J TOUR RES","7"
