INT J CONTEMP HOSP M,ASIA PAC J TOUR RES,29
J BUS IND MARK,J MARKETING RES,194
J R STAT SOC A STAT,SOCIOL METHOD RES,25
AM J SOCIOL,AM SOCIOL REV,200
J RES SCI TEACH,SCI EDUC,270
J HAPPINESS STUD,PERS INDIV DIFFER,127
ORGANIZATION,CULT ORGAN,17
J YOUTH ADOLESCENCE,J ADOLESCENCE,131
J GERONTOL B-PSYCHOL,J AGING HEALTH,35
RES LANG SOC INTERAC,DISCOURSE PROCESS,19
FRONT PSYCHOL,PSYCHIAT CLIN N AM,19
INT BUS REV,INT J MANAG REV,28
SUSTAINABILITY-BASEL,INT J MANAG REV,34
J CONSULT CLIN PSYCH,AM J PSYCHIAT,74
SEX RELATSH THER,PSYCHO-ONCOLOGY,17
J HOMEL SECUR EMERG,AM J PUBLIC HEALTH,5
COLL RES LIBR,J ACAD LIBR,65
J ASSOC INF SYST,INFORM MANAGE-AMSTER,34
NEW IDEAS PSYCHOL,NEW IDEAS PSYCHOL,36
J ADV NURS,NURS ETHICS,39
MEM COGNITION,PSYCHOL REV,152
CALIF MANAGE REV,ACAD MANAGE REV,19
J BUS-BUS MARK,IND MARKET MANAG,62
CAN J PSYCHIAT,J AFFECT DISORDERS,113
NEW MEDIA SOC,AM BEHAV SCI,27
J RES ADOLESCENCE,J ADOLESCENT RES,32
J ADOLESCENCE,J ADOLESCENT HEALTH,101
PLOS ONE,SOC FORCES,61
INT J MENT HEALTH NU,INT J NURS STUD,34
AM SOCIOL REV,ANNU REV SOCIOL,118
STUD EDUC EVAL,REV EDUC RES,33
REV LAT AM PSICOL,J ENVIRON PSYCHOL,11
J MARKETING RES,J PERS SOC PSYCHOL,140
J SUBST USE,PSYCHOL ADDICT BEHAV,48
EDUC MEAS-ISSUES PRA,PSYCHOMETRIKA,28
TEACH TEACH EDUC,PHI DELTA KAPPAN,41
INT J TOUR RES,INT J TOUR RES,109
COMPUT HUM BEHAV,SCHOOL PSYCHOL INT,19
INT J INF TECH DECIS,TECHNOL ECON DEV ECO,31
RES AGING,GERONTOLOGIST,58
INT J SOC PSYCHIATR,SOC PSYCH PSYCH EPID,79
J EDUC PSYCHOL,J EDUC PSYCHOL,401
PLOS ONE,OMEGA-J DEATH DYING,13
J LEADERSH ORG STUD,J APPL PSYCHOL,172
J MED INTERNET RES,PATIENT EDUC COUNS,130
CAN J ADM SCI,J MANAGE STUD,17
SOC SCI COMPUT REV,J COMPUT-MEDIAT COMM,18
SOC SCI J,AM SOCIOL REV,23
J ENG TECHNOL MANAGE,ORGAN SCI,52
PSYCHOL MUSIC,J RES MUSIC EDUC,127
J NEUROSCI PSYCHOL E,J PERS SOC PSYCHOL,9
SOC SCI COMPUT REV,INNOVATION-ABINGDON,6
J COLL STUDENT DEV,J DIVERS HIGH EDUC,7
J DRUG ISSUES,ADDICTION,39
J ADOLESCENCE,AUST J GUID COUNS,4
EUR ECON REV,ECON LETT,65
J LEADERSH ORG STUD,ACAD MANAGE J,113
TRANSPORT RES F-TRAF,J SAFETY RES,136
EXP CLIN PSYCHOPHARM,EXP CLIN PSYCHOPHARM,96
COMPR PSYCHIAT,PSYCHIAT INVEST,8
BEHAV MODIF,J ANXIETY DISORD,24
PRAX KINDERPSYCHOL K,CHILD ABUSE NEGLECT,21
J CONFLICT RESOLUT,J POLIT,53
EGIT BILIM,EURASIA J MATH SCI T,8
ANN BEHAV MED,PSYCHOL BULL,66
COMPUT HUM BEHAV,PERS INDIV DIFFER,237
CAN J PSYCHIAT,CAN J PSYCHIAT,207
INT J INTERCULT REL,EUR J SOC PSYCHOL,33
INT J BILINGUAL,LANG LEARN,33
J PSYCHOSOM RES,GEN HOSP PSYCHIAT,56
GROUP ORGAN MANAGE,GROUP ORGAN MANAGE,52
J CHILD FAM STUD,J ADOLESCENCE,119
J GEOGR HIGHER EDUC,HIGH EDUC RES DEV,29
INT J ENV RES PUB HE,J SAFETY RES,45
INTERACT STUD,COGNITION,28
INT J EDUC VOCAT GUI,J APPL PSYCHOL,17
DRUG ALCOHOL REV,J STUD ALCOHOL DRUGS,71
CURR PSYCHIAT REP,J CLIN PSYCHIAT,123
ORGAN RES METHODS,J MANAGE,39
J SMALL BUS MANAGE,ENTREP REGION DEV,57
PROD OPER MANAG,MANAGE SCI,618
STRESS HEALTH,INT J STRESS MANAGE,24
INT J ADVERT,PSYCHOL MARKET,82
J SOCIOL,J SOCIOL,30
GAME ECON BEHAV,REV ECON STUD,99
J INTELL DISABIL RES,RES DEV DISABIL,180
FRONT PSYCHIATRY,ADICCIONES,9
FRONT PSYCHOL,CHILD ADOL PSYCH MEN,12
ADMIN SCI QUART,STRATEGIC MANAGE J,67
J SEX RES,J HOMOSEXUAL,51
J MEM LANG,PSYCHON B REV,136
SOC SCI J,J POLIT,23
ASIAN J COMMUN,J MEDIA ECON,4
YOUNG,ANNU REV SOCIOL,6
J EXP SOC PSYCHOL,EUR REV SOC PSYCHOL,10
PERS REV,HUM RESOUR MANAGE R,34
J PSYCHOLINGUIST RES,J PSYCHOLINGUIST RES,79
ASIA-PAC EDUC RES,J PERS SOC PSYCHOL,31
S AFR J ECON MANAG S,S AFR J ECON MANAG S,25
ECON RES-EKON ISTRAZ,AM ECON REV,37
J ADV NURS,J NURS EDUC,59
ANN GEN PSYCHIATR,PSYCHIAT RES,15
HEALTH CARE MANAGE R,MED CARE RES REV,21
PLOS ONE,APPL RES QUAL LIFE,6
PSYCHOTHER PSYCH MED,J AFFECT DISORDERS,22
FOREIGN LANG ANN,APPL LINGUIST,23
EGIT BILIM,COMPUT EDUC,40
INT J SCI EDUC,CONTEMP EDUC PSYCHOL,56
SECUR J,J RES CRIME DELINQ,23
LEISURE STUD,J LEISURE RES,45
LEADERSHIP QUART,GROUP ORGAN MANAGE,32
PSYCHOL VIOLENCE,PSYCHOL VIOLENCE,117
J PERS SOC PSYCHOL,PSYCHOL SCI,274
ORGAN RES METHODS,PSYCHOMETRIKA,28
INFORM DEV,INF SYST E-BUS MANAG,7
J CHILD PSYCHOL PSYC,J ATTEN DISORD,35
Q J EXP PSYCHOL,PSYCHOL LEARN MOTIV,29
FRONT PSYCHOL,J SCHOOL PSYCHOL,78
MEDIA PSYCHOL,PRESENCE-TELEOP VIRT,29
POLIT ANAL,AM J POLIT SCI,120
HUM RESOUR MANAGE R,INT J HUM RESOUR MAN,102
INT J OPER PROD MAN,TOTAL QUAL MANAG BUS,58
J YOUTH ADOLESCENCE,J RES ADOLESCENCE,188
FAM BUS REV,ENTREP THEORY PRACT,219
J BUS RES,EUR MANAG J,72
J ADVERTISING RES,J ADVERTISING RES,221
EXP ECON,ECONOMETRICA,37
BEHAV PSYCHOL,J PERS SOC PSYCHOL,15
INT J HUM RESOUR MAN,ACAD MANAGE REV,255
SOC PSYCHOL QUART,AM J SOCIOL,35
MEMORY,J GEN PSYCHOL,11
PLOS ONE,J HEALTH ECON,95
PSYCHIAT RES,CRISIS,25
J PSYCHOL,J APPL PSYCHOL,116
APPL PSYCHOL-INT REV,J ORGAN BEHAV,59
MOTIV EMOTION,PERS SOC PSYCHOL B,108
DEV PSYCHOL,INT J BEHAV DEV,52
COMUNICAR,J MEDIA PSYCHOL-GER,4
PERS INDIV DIFFER,ARCH SEX BEHAV,77
J SCHOOL PSYCHOL,DEV PSYCHOL,35
HARVARD EDUC REV,J TEACH EDUC,10
J EXP PSYCHOL HUMAN,J EXP PSYCHOL HUMAN,669
INZ EKON,J BUS RES,23
APPL NURS RES,J NURS RES,11
AM ANTHROPOL,AM ANTHROPOL,92
CURR ISSUES TOUR,ANN TOURISM RES,354
EURASIA J MATH SCI T,INT J SCI EDUC,211
RBGN-REV BRAS GEST N,ACAD MANAGE REV,33
POLIT ANAL,J ECONOMETRICS,22
J VOCAT BEHAV,J OCCUP ORGAN PSYCH,47
DEVIANT BEHAV,SOC PROBL,38
J SUPPLY CHAIN MANAG,INT J OPER PROD MAN,34
IND MARKET MANAG,J SERV MANAGE,52
J APPL COMMUN RES,COMMUN MONOGR,22
J INDIVID DIFFER,J PERS SOC PSYCHOL,74
J ECON BEHAV ORGAN,PUBLIC CHOICE,43
QUAL MANAG HEALTH CA,NEW ENGL J MED,23
FRONT PSYCHOL,HUM NATURE-INT BIOS,44
EUR J SOC PSYCHOL,J PERS SOC PSYCHOL,334
PSYCHOL MEN MASCULIN,PSYCHOL MEN MASCULIN,200
CHILD DEV PERSPECT,PSYCHOL BULL,27
J INT BUS STUD,STRATEGIC MANAGE J,227
J EDUC PSYCHOL,PSYCHOL SCI,56
J SUBST USE,J SUBST ABUSE TREAT,65
INT REV RES OPEN DIS,COMPUT HUM BEHAV,58
E M EKON MANAG,TRANSFORM BUS ECON,14
IEEE T ENG MANAGE,J OPER MANAG,38
QUAL RES,INT J SOC RES METHOD,18
J SUBST USE,DRUG ALCOHOL DEPEN,181
PROF PSYCHOL-RES PR,J COUNS PSYCHOL,49
PLOS ONE,ANXIETY STRESS COPIN,28
DRUS ISTRAZ,CONTEMP EDUC PSYCHOL,10
BMC PUBLIC HEALTH,AIDS CARE,150
INT J SELECT ASSESS,HUM PERFORM,33
AM SOCIOL REV,ANN AM ACAD POLIT SS,24
RES SOCIAL WORK PRAC,SOC WORK,46
AM ANTHROPOL,CURR ANTHROPOL,39
EUR ECON REV,J PUBLIC ECON,90
INT J ENG EDUC,J COMPUT HIGH EDUC,5
BRIT J SOC PSYCHOL,PSYCHOL BULL,40
INT J PROD RES,OPER RES,323
CLOTH TEXT RES J,J BUS RES,11
PROF INFORM,COMUNICAR,19
J HEALTH PSYCHOL,SOC SCI MED,134
BMC PUBLIC HEALTH,STUD FAMILY PLANN,32
ETHOS,ETHOS,71
INZ EKON,EUR J MARKETING,20
J ADV NURS,RES THEOR NURS PRACT,8
J STUD INT EDUC,TEACH HIGH EDUC,11
LANG TEST,APPL LINGUIST,16
POLIT PSYCHOL,J PERS SOC PSYCHOL,197
AM J COMMUN PSYCHOL,J COMMUNITY APPL SOC,12
J EARLY ADOLESCENCE,SOC DEV,48
CLIN PSYCHOL REV,COGN BEHAV THERAPY,26
J AFFECT DISORDERS,BRIT J PSYCHIAT,778
J ECONOMETRICS,REV ECON STUD,99
DRUG ALCOHOL REV,J SUBST USE,16
BMJ OPEN,HEALTH SERV RES,106
J AGING STUD,AGEING SOC,72
J STRATEGIC INF SYST,KNOWL MAN RES PRACT,6
BRAIN COGNITION,BRAIN COGNITION,126
J AM GERIATR SOC,GERONTOLOGIST,123
STRUCT EQU MODELING,PSYCHOL BULL,59
PLOS ONE,MIDWIFERY,67
J COGN PSYCHOL,J EXP PSYCHOL LEARN,184
J AFFECT DISORDERS,BEHAV THER,74
J PSYCHOL,J PSYCHOL,13
ETHICS INF TECHNOL,SCI ENG ETHICS,11
SCAND J PSYCHOL,CHILD DEV,37
SAFETY SCI,ACCIDENT ANAL PREV,398
J COGN DEV,COGNITIVE DEV,40
J VOCAT BEHAV,J MANAGE,57
AM PSYCHOL,AM PSYCHOL,199
J MANAGE INFORM SYST,J MANAGE INFORM SYST,183
SOC COGNITION,PSYCHOL BULL,45
HEALTH EDUC J,HEALTH EDUC RES,31
J PSYCHOPATHOL BEHAV,PSYCHOL BULL,67
J ECON ISSUES,J ECON ISSUES,239
PLOS ONE,STUD FAMILY PLANN,70
J SEX RES,SEXUALITIES,35
ADV NURS SCI,ADV NURS SCI,34
MANAGE ORGAN REV,ADMIN SCI QUART,53
SCI COMMUN,J PERS SOC PSYCHOL,24
INT BUS REV,J INT BUS STUD,1038
READ WRIT,DISCOURSE PROCESS,24
J PUBLIC RELAT RES,J COMMUN,11
AM EDUC RES J,J EDUC PSYCHOL,36
S AFR J PSYCHOL,STRUCT EQU MODELING,25
INT J EDUC VOCAT GUI,J COUNS PSYCHOL,15
CHILD SOC,CHILD DEV,11
PHILOS PSYCHOL,PSYCHOL SCI,44
INFORM RES,ASLIB J INFORM MANAG,6
PERS SOC PSYCHOL B,REV GEN PSYCHOL,26
RES NURS HEALTH,INT J NURS STUD,23
POLIT ANAL,SOCIOL METHOD RES,18
J CHILD FAM STUD,EUR CHILD ADOLES PSY,63
COMPUT HUM BEHAV,MIS QUART,640
LONG RANGE PLANN,ACAD MANAGE REV,143
EPIDEMIOL PSYCH SCI,ACTA PSYCHIAT SCAND,52
EUR J PERSONALITY,J RES PERS,102
VIOLENCE VICTIMS,J PERS SOC PSYCHOL,53
J SERV MANAGE,J ACAD MARKET SCI,112
DISASTER PREV MANAG,INT J DISAST RISK RE,14
SCIENTOMETRICS,COLL RES LIBR,26
FRONT PSYCHOL,JPN PSYCHOL RES,18
JASSS-J ARTIF SOC S,PLOS ONE,18
NEUROREHABILITATION,DISABIL REHABIL,50
J DOC,J LIBR INF SCI,20
SCHOOL PSYCHOL QUART,AM PSYCHOL,26
SCHOOL PSYCHOL INT,SCHOOL PSYCHOL INT,128
TRANSPORT RES F-TRAF,HUM FACTORS,160
RAE-REV ADMIN EMPRES,RAE-REV ADMIN EMPRES,30
PSYCHOL VIOLENCE,J INTERPERS VIOLENCE,71
J ATTEN DISORD,J ABNORM CHILD PSYCH,151
COMPUT HUM BEHAV,J EXP EDUC,16
NURS EDUC TODAY,J NURS EDUC,332
ARCH SUICIDE RES,SUICIDE LIFE-THREAT,117
COGNITIVE THER RES,BEHAV RES THER,282
J PUBLIC ECON,Q J ECON,129
ENVIRONMENT,RISK ANAL,7
J MARRIAGE FAM,SOC FORCES,68
J FAM PSYCHOL,J SOC PERS RELAT,42
ELECTRON COMMER RES,MANAGE SCI,36
BODY IMAGE,SELF IDENTITY,26
TELEMAT INFORM,INF ECON POLICY,10
PSYCHOL ASSESSMENT,PSYCHOL ASSESSMENT,387
J RES PERS,PSYCHOL BULL,106
REV EDUC RES,AM EDUC RES J,47
SOC SCI INFORM,AM POLIT SCI REV,9
SOC JUSTICE RES,PERS SOC PSYCHOL B,34
FRONT PSYCHIATRY,ISR J PSYCHIATR REL,5
PERS SOC PSYCHOL REV,PSYCHOL BULL,75
J INT BUS STUD,INT BUS REV,52
HUM RESOUR MANAGE-US,PERS REV,26
J AUTISM DEV DISORD,DEV NEUROPSYCHOL,35
J BLACK STUD,J BLACK PSYCHOL,13
PSYCHOL SERV,J CONSULT CLIN PSYCH,44
PSYCHOL ASSESSMENT,J PERS SOC PSYCHOL,142
BASIC APPL SOC PSYCH,SCIENCE,23
MARIT ECON LOGIST,MARIT ECON LOGIST,50
EVAL HEALTH PROF,ADDICTION,10
AM ANN DEAF,J DEAF STUD DEAF EDU,77
J COMMUN HEALTH,J RURAL HEALTH,18
PLOS ONE,PSYCHOL SCI,816
J EXP CHILD PSYCHOL,EUR J DEV PSYCHOL,18
PORTA LINGUARUM,J SECOND LANG WRIT,15
SYST PRACT ACT RES,ADMIN SCI QUART,12
J FINANC,J FINANC,644
SERV IND J,SERV IND J,106
J FINANC MARK,J FINANC ECON,184
INF ECON POLICY,REV NETW ECON,5
J INT MARKETING,J MARKETING,152
J NURS RES,J NURS RES,34
INT J EAT DISORDER,INT J EAT DISORDER,760
FRONT PSYCHOL,J ABNORM CHILD PSYCH,129
TOP COGN SCI,PSYCHOL SCI,67
CAN J PUBLIC HEALTH,BMC PUBLIC HEALTH,33
J CHILD FAM STUD,CAN J BEHAV SCI,11
ADV NURS SCI,SOC SCI MED,16
J BUS RES,MARKET SCI,130
BMC MED EDUC,STUD HIGH EDUC,26
TRANSPORT POLICY,TRANSPORT RES REC,274
PLOS ONE,SCHIZOPHR RES,406
AM J PUBLIC HEALTH,J HEALTH CARE POOR U,25
SMALL GR RES,J ORGAN BEHAV,32
J SCHOOL HEALTH,J ADOLESCENT HEALTH,111
J BUS ETHICS,ACAD MANAGE J,572
SOC SCI MED,DEMOGRAPHY,132
J THEOR APPL EL COMM,STRATEGIC MANAGE J,12
TOP COGN SCI,J MEM LANG,47
RAE-REV ADMIN EMPRES,J CONSUM RES,29
ANN OPER RES,INTERFACES,30
ANN GEN PSYCHIATR,COMPR PSYCHIAT,14
J HAPPINESS STUD,APPL RES QUAL LIFE,8
PLOS ONE,CROSS-CULT RES,8
J SOC PERS RELAT,PSYCHOL BULL,42
APPL PSYCH MEAS,J APPL PSYCHOL,16
EXP PSYCHOL,J EXP PSYCHOL GEN,31
DEVIANT BEHAV,TYDSKR GEESTESWET,1
GROUP ORGAN MANAGE,J APPL PSYCHOL,147
JPN PSYCHOL RES,PSYCHOL SCI,25
SOC PSYCHOL-GERMANY,PERS SOC PSYCHOL REV,17
FRONT PSYCHOL,MOTIV EMOTION,118
NEUROPSYCHOLOGIA,CAN J EXP PSYCHOL,17
J KNOWL MANAG,ORGAN SCI,172
J CLIN PSYCHIAT,HARVARD REV PSYCHIAT,12
SELF IDENTITY,J EXP SOC PSYCHOL,74
RATION SOC,Q J ECON,10
BEHAV ANALYST,BEHAV ANALYST,59
J BUS RES,ORGAN SCI,415
PLOS ONE,J AFFECT DISORDERS,558
J SERV MANAGE,J RETAILING,94
CHILD YOUTH CARE FOR,EARLY CHILD RES Q,72
PROG COMM HLTH PARTN,ANNU REV PUBL HEALTH,23
INTERACT COMPUT,HUM-COMPUT INTERACT,37
POETICS,AM SOCIOL REV,64
COGNITIVE DEV,ANN PSYCHOL,5
READ TEACH,ELEM SCHOOL J,26
EUR REV APPL PSYCHOL,J EDUC PSYCHOL,16
J NERV MENT DIS,OMEGA-J DEATH DYING,9
GROUP PROCESS INTERG,PERS SOC PSYCHOL B,114
PLOS ONE,J HEALTH SOC BEHAV,113
J CROSS CULT PSYCHOL,INT J PSYCHOL,32
HEALTH PSYCHOL REV,BRIT J HEALTH PSYCH,44
RISK ANAL,RISK ANAL,657
J MED INTERNET RES,AM J HEALTH BEHAV,18
J MONETARY ECON,J MONETARY ECON,181
FRONT PSYCHOL,J SOC CLIN PSYCHOL,49
J PERS ASSESS,J RES PERS,52
SOC SCI INFORM,SCIENTOMETRICS,13
PSYCHOTHER RES,PSYCHOTHERAPY,125
MEMORY,AM J PSYCHOL,28
RATION SOC,RATION SOC,20
PSYCHOTHER PSYCHOSOM,PSYCHOL MED,39
TRANSPORT RES C-EMER,TRANSPORT RES A-POL,204
VA LAW REV,J LEGAL STUD,38
MANAGE DECIS,J MANAGE STUD,128
J DOC,INFORM RES,66
INT J HUM-COMPUT INT,INT J HUM-COMPUT ST,71
SYST PRACT ACT RES,ORGAN SCI,13
J AM GERIATR SOC,J AM GERIATR SOC,1177
J ANXIETY DISORD,COGN BEHAV THERAPY,73
ELECTRON COMMER RES,MIS QUART,43
PSYCHOL SCI PUBL INT,PSYCHOL SCI,26
BEHAV RES THER,J CONSULT CLIN PSYCH,296
SOC FORCES,AM SOCIOL REV,253
ACCOUNT AUDIT ACCOUN,BRIT ACCOUNT REV,27
J CONSUM CULT,J CONSUM RES,85
STRATEGIC MANAGE J,ACAD MANAGE REV,402
PLOS ONE,SUICIDE LIFE-THREAT,58
SCI CULT-UK,SCI TECHNOL HUM VAL,18
J POLITENESS RES-LAN,J POLITENESS RES-LAN,32
MIT SLOAN MANAGE REV,MIT SLOAN MANAGE REV,20
YALE LAW J,COLUMBIA LAW REV,117
QUAL MANAG HEALTH CA,JAMA-J AM MED ASSOC,20
COMMUNITY MENT HLT J,BRIT J PSYCHIAT,83
COGNITIVE SCI,J EXP PSYCHOL LEARN,113
J WORLD BUS,ACAD MANAGE J,334
MANAGE LEARN,HUM RELAT,73
J SOC ISSUES,GROUP PROCESS INTERG,30
J CHILD PSYCHOL PSYC,DEV PSYCHOPATHOL,97
AGEING SOC,J AGING STUD,94
REV MANAG SCI,J FINANC,61
INTERACT COMPUT,INT J HUM-COMPUT INT,28
J BEHAV ADDICT,PSYCHIAT RES,56
J HEALTH COMMUN,COMMUN RES,91
SOCIOL QUART,ANNU REV SOCIOL,42
BRIT FOOD J,RBGN-REV BRAS GEST N,1
SCI COMMUN,RISK ANAL,30
INT J AGING HUM DEV,EDUC GERONTOL,18
SCI TECHNOL SOC,RISK ANAL,14
EUR MANAG J,LONG RANGE PLANN,42
GEN HOSP PSYCHIAT,GEN HOSP PSYCHIAT,99
FUTURE CHILD,SCIENCE,23
PLOS ONE,PSYCHO-ONCOLOGY,117
ECON RES-EKON ISTRAZ,INT J HOSP MANAG,33
J EARLY ADOLESCENCE,PSYCHOL BULL,54
J APPL SOC PSYCHOL,J APPL PSYCHOL,98
INFORM COMMUN SOC,GAMES CULT,10
EVOL ANTHROPOL,EVOL ANTHROPOL,45
SERV SCI,MIS QUART,30
J EXP PSYCHOL LEARN,PSYCHOL LEARN MOTIV,55
INT J STRESS MANAGE,INT J STRESS MANAGE,18
SYSTEM,LANG LEARN TECHNOL,47
COMPUT EDUC,INTERACT LEARN ENVIR,29
PSYCHOL MARKET,J CONSUM BEHAV,27
BEHAV RES THER,BEHAV MODIF,28
J INF TECHNOL,INFORM ORGAN-UK,16
J MED LIBR ASSOC,BMC MED RES METHODOL,9
J HEALTH PSYCHOL,J PSYCHOSOM RES,118
EXP PSYCHOL,J EXP PSYCHOL HUMAN,48
AGEING SOC,CAN J AGING,16
